text,label,source,cleaned_text,text_hash
Pesquisa comprova que banho gelado de imersão normaliza a glicemia permanentemente.,FAKE,curated_expert,pesquisa comprova que banho gelado de imersão normaliza a glicemia permanentemente,b35dba1ba54dad0cb63e34b4bf11da12
Suco de laranja natural não eleva a glicemia porque é fruta pura sem açúcar adicionado.,FAKE,curated_expert,suco de laranja natural não eleva a glicemia porque é fruta pura sem açúcar adicionado,d4c1c004cd9cb58de736bf03fae6f30c
Qualquer tipo de adoçante causa picos imediatos de insulina idênticos aos do açúcar refinado.,FAKE,curated_expert,qualquer tipo de adoçante causa picos imediatos de insulina idênticos aos do açúcar refinado,571e30142dbf3f7b34754848cf48cf27
As fibras alimentares auxiliam no controle da glicemia pós-prandial ao retardar a digestão e absorção dos carboidratos.,REAL,curated_expert,as fibras alimentares auxiliam no controle da glicemia pós prandial ao retardar a digestão e absorção dos carboidratos,e449b76e5dc4bb760445aa65fd83aae6
Comer pipoca à vontade ajuda a limpar o açúcar do sangue por ter fibras duras.,FAKE,curated_expert,comer pipoca à vontade ajuda a limpar o açúcar do sangue por ter fibras duras,d1638f2cc471f906f50cdfd979272f1c
Adoçantes artificiais são comprovadamente mais perigosos que o açúcar para pacientes diabéticos.,FAKE,curated_expert,adoçantes artificiais são comprovadamente mais perigosos que o açúcar para pacientes diabéticos,3f70cb4f4511c3165a03637654b004fa
"Sintomas comuns de hipoglicemia incluem sudorese fria, tremores, taquicardia, tontura e confusão mental.",REAL,curated_expert,sintomas comuns de hipoglicemia incluem sudorese fria tremores taquicardia tontura e confusão mental,ca9686c27d2218886f927e69d0f6ac5c
Comer abacaxi com canela após o almoço queima todos os carboidratos da refeição.,FAKE,curated_expert,comer abacaxi com canela após o almoço queima todos os carboidratos da refeição,f1f433a6da4b716831392c41af2c9356
"A nefropatia diabética é uma das maiores causas de insuficiência renal crônica em diálise no Brasil, detectada precocemente pela microalbuminúria.",REAL,curated_expert,a nefropatia diabética é uma das maiores causas de insuficiência renal crônica em diálise no brasil detectada precocemente pela microalbuminúria,f8c5df04335f6984b255d0d2c8bc59e0
Água de coco pode ser consumida à vontade sem nenhum impacto na glicemia de quem tem diabetes.,FAKE,curated_expert,água de coco pode ser consumida à vontade sem nenhum impacto na glicemia de quem tem diabetes,6a89b187b4c9666553bbc3fd2108c13e
"A neuropatia diabética periférica causa perda progressiva de sensibilidade nos membros inferiores, aumentando o risco de feridas e úlceras.",REAL,curated_expert,a neuropatia diabética periférica causa perda progressiva de sensibilidade nos membros inferiores aumentando o risco de feridas e úlceras,3827eabdb07328970fb4fe4b7894f634
A hipoglicemia é clinicamente definida como glicemia capilar ou plasmática inferior a 70 mg/dL.,REAL,curated_expert,a hipoglicemia é clinicamente definida como glicemia capilar ou plasmática inferior a 70 mg dl,a31aa9609437d814a76ef38183e3f54b
Truque do abacaxi não consegue curar pré-diabetes e nem diabetes do tipo 2,FAKE,www.boatos.org,truque do abacaxi não consegue curar pré diabetes e nem diabetes do tipo 2,808f5fa34b95a38eab0430187a5894ca
Alimentos integrais contêm fibras que reduzem o pico glicêmico em comparação com alimentos ricos em farinhas brancas refinadas.,REAL,curated_expert,alimentos integrais contêm fibras que reduzem o pico glicêmico em comparação com alimentos ricos em farinhas brancas refinadas,40d60c78e038a51a7e15c0cbed7b7090
"Vídeos falsos de Drauzio Varella são utilizados em produtos que prometem (sem cumprir) cura de diabetes, zumbido no ouvido e impotência",FAKE,www.boatos.org,vídeos falsos de drauzio varella são utilizados em produtos que prometem sem cumprir cura de diabetes zumbido no ouvido e impotência,8b0694e5f8f23d83615bd2ed570316eb
Diabetes é contagioso e pode ser transmitido pelo contato com sangue ou saliva de pacientes.,FAKE,curated_expert,diabetes é contagioso e pode ser transmitido pelo contato com sangue ou saliva de pacientes,c8ce1f45e99f13c35dc20f9db640d259
Diabéticos não precisam medir a glicose se estiverem se sentindo bem e sem sintomas.,FAKE,curated_expert,diabéticos não precisam medir a glicose se estiverem se sentindo bem e sem sintomas,1e53e76d58ce622a276d3ae8842da456
Açúcar mascavo e açúcar demerara são saudáveis para diabéticos e não aumentam a glicemia.,FAKE,curated_expert,açúcar mascavo e açúcar demerara são saudáveis para diabéticos e não aumentam a glicemia,10fc784ac6440a6805faa43fb0cb8200
Diabéticos não podem comer nenhuma fruta porque todas são veneno para o pâncreas.,FAKE,curated_expert,diabéticos não podem comer nenhuma fruta porque todas são veneno para o pâncreas,038a78961f5388636f55399b98380ac7
"Se a pessoa não sente tontura ou sede, a glicose não está descontrolada.",FAKE,curated_expert,se a pessoa não sente tontura ou sede a glicose não está descontrolada,c5ba3c6520df8ca949789a8335701e39
Farinha de maracujá elimina a glicose do sangue e permite comer doces à vontade.,FAKE,curated_expert,farinha de maracujá elimina a glicose do sangue e permite comer doces à vontade,851a1224d60e1e73d151759195b51bed
Médicos omitem o tratamento com cloreto de magnésio porque curaria o diabetes de graça.,FAKE,curated_expert,médicos omitem o tratamento com cloreto de magnésio porque curaria o diabetes de graça,2b632a2d7522c586a56dbdd9c792a241
"Tratamento com células beta que acaba com diabetes é vendido em site, noticia g1 #boato",FAKE,www.boatos.org,tratamento com células beta que acaba com diabetes é vendido em site noticia g1 boato,7484e41c9d0ac1ced784348471cb8e5a
Suplementos de cromo e vanádio em superdoses substituem integralmente o uso de insulina.,FAKE,curated_expert,suplementos de cromo e vanádio em superdoses substituem integralmente o uso de insulina,cf8610c2de599ad0f1ebd6494b4558f5
Frutas secas como uva-passa não aumentam a glicemia porque a água foi retirada.,FAKE,curated_expert,frutas secas como uva passa não aumentam a glicemia porque a água foi retirada,8a89158c73a4f6d4f4b7dc43f1edad95
A cura do diabetes está no vinagre de maçã tomado puro toda manhã.,FAKE,curated_expert,a cura do diabetes está no vinagre de maçã tomado puro toda manhã,c94689f885b761187fb8670dd6488b61
Começar a tomar insulina significa que a pessoa está na fase terminal do diabetes.,FAKE,curated_expert,começar a tomar insulina significa que a pessoa está na fase terminal do diabetes,a52b2098c3d95c1048548c56cee4b934
É falso que diabetes garanta isenção de IPVA e Imposto de Renda,FAKE,www.boatos.org,é falso que diabetes garanta isenção de ipva e imposto de renda,6e0d36ff3df68935baeeb90f90fc972d
"O pré-diabetes é identificado por glicemia de jejum entre 100 e 125 mg/dL ou HbA1c entre 5,7% e 6,4%.",REAL,curated_expert,o pré diabetes é identificado por glicemia de jejum entre 100 e 125 mg dl ou hba1c entre 5 7 e 6 4,f03b2a813dfafdc2d54f581c9bd07aa5
"No teste de tolerância oral à glicose (TOTG 75g), valores iguais ou superiores a 200 mg/dL após duas horas confirmam diabetes.",REAL,curated_expert,no teste de tolerância oral à glicose totg 75g valores iguais ou superiores a 200 mg dl após duas horas confirmam diabetes,24344b61a1f2d15d9130cdcb2aee3864
"Arroz integral tem o mesmo efeito exato que arroz branco na glicemia, não faz diferença nutricional.",FAKE,curated_expert,arroz integral tem o mesmo efeito exato que arroz branco na glicemia não faz diferença nutricional,28d6ead831f4dea0bb29dd76d344133b
Chá de pata-de-vaca e carqueja cura diabetes sem precisar de medicação.,FAKE,curated_expert,chá de pata de vaca e carqueja cura diabetes sem precisar de medicação,33e3863c8b8a97e11a4cbfbd2d2b3739
O diabetes mellitus tipo 2 é uma doença crônica caracterizada pela resistência à insulina e deficiência relativa na secreção de insulina.,REAL,curated_expert,o diabetes mellitus tipo 2 é uma doença crônica caracterizada pela resistência à insulina e deficiência relativa na secreção de insulina,4082687c502c1bf5d8b05a7a169456d5
"A regra dos 15 para tratar hipoglicemia consiste em ingerir 15g de carboidrato rápido, esperar 15 minutos e retestar a glicemia.",REAL,curated_expert,a regra dos 15 para tratar hipoglicemia consiste em ingerir 15g de carboidrato rápido esperar 15 minutos e retestar a glicemia,2373580bf3481aa5bc528b0a71a5f7a3
O Programa Farmácia Popular do Ministério da Saúde distribui gratuitamente medicamentos essenciais e insulinas para diabetes pelo SUS.,REAL,curated_expert,o programa farmácia popular do ministério da saúde distribui gratuitamente medicamentos essenciais e insulinas para diabetes pelo sus,a4d1a793b1b7fab75f52d16d3e17c16d
Tomar própolis vermelha em jejum elimina a resistência insulínica em 3 dias.,FAKE,curated_expert,tomar própolis vermelha em jejum elimina a resistência insulínica em 3 dias,eec5df0d0096b1ad31621284486fac4b
"O índice glicêmico avalia a velocidade com que um carboidrato eleva a glicemia, enquanto a carga glicêmica considera também a porção consumida.",REAL,curated_expert,o índice glicêmico avalia a velocidade com que um carboidrato eleva a glicemia enquanto a carga glicêmica considera também a porção consumida,125b92d7e0a3ea8e928d57e799a10cad
"Sulfonilureias estimulam a secreção de insulina pelas células beta, mas demandam atenção pelo risco de episódios de hipoglicemia.",REAL,curated_expert,sulfonilureias estimulam a secreção de insulina pelas células beta mas demandam atenção pelo risco de episódios de hipoglicemia,a2180aa70c2818f239283ea26eac6f34
"Frutas frescas inteiras podem e devem fazer parte da alimentação do diabético, respeitando porções adequadas e evitando sucos coados.",REAL,curated_expert,frutas frescas inteiras podem e devem fazer parte da alimentação do diabético respeitando porções adequadas e evitando sucos coados,81c4f5d253977d68de2e5d9a918172f7
Insulina inalável caseira feita com ervas substitui as injeções diárias.,FAKE,curated_expert,insulina inalável caseira feita com ervas substitui as injeções diárias,c8b098d1a847330aaf0a0d011dd4f740
Chá de folha de manga cura diabetes em 3 dias.,FAKE,curated_expert,chá de folha de manga cura diabetes em 3 dias,cfda6ba90fbdcb3af1070da7584fad68
Pacientes em uso de insulina devem monitorar a glicemia antes e após exercícios para prevenir episódios de hipoglicemia tardia.,REAL,curated_expert,pacientes em uso de insulina devem monitorar a glicemia antes e após exercícios para prevenir episódios de hipoglicemia tardia,a3ff97f5516b65f478eadfbc8f17a680
O teste da glicemia na ponta do dedo estraga os nervos da mão com o passar dos anos.,FAKE,curated_expert,o teste da glicemia na ponta do dedo estraga os nervos da mão com o passar dos anos,5fd327195a4596a38da2089943627c29
Alimentos diet podem ser consumidos sem qualquer restrição de quantidade por pessoas com diabetes.,FAKE,curated_expert,alimentos diet podem ser consumidos sem qualquer restrição de quantidade por pessoas com diabetes,501f8ebb5c3a3bcd5985bf3b03348238
A indústria farmacêutica internacional esconde a cura do diabetes porque lucra bilhões com insulina.,FAKE,curated_expert,a indústria farmacêutica internacional esconde a cura do diabetes porque lucra bilhões com insulina,0480d4b229ce41cb6da23eb1b570194c
O estresse emocional é a única e exclusiva causa do surgimento do diabetes tipo 2.,FAKE,curated_expert,o estresse emocional é a única e exclusiva causa do surgimento do diabetes tipo 2,91c665374c34a8cda9af9b31a81ae0b0
Transpirar bastante na sauna queima glicose e substitui a prática de atividades aeróbicas.,FAKE,curated_expert,transpirar bastante na sauna queima glicose e substitui a prática de atividades aeróbicas,0307e6aaca17fa6b56a05928c9081f25
Perder entre 5% e 7% do peso corporal através de dieta equilibrada e exercícios reduz expressivamente a progressão de pré-diabetes para diabetes tipo 2.,REAL,curated_expert,perder entre 5 e 7 do peso corporal através de dieta equilibrada e exercícios reduz expressivamente a progressão de pré diabetes para diabetes tipo 2,26d9eca1e24fdac3ff08f462eab3fcbe
Diabéticos devem substituir todo tipo de gordura por óleo de coco para curar a glicemia.,FAKE,curated_expert,diabéticos devem substituir todo tipo de gordura por óleo de coco para curar a glicemia,7faf762d4bd8b5ff07f13892e0777aee
Melado de cana é um remédio natural indicado para baixar a glicose de diabéticos.,FAKE,curated_expert,melado de cana é um remédio natural indicado para baixar a glicose de diabéticos,3f825809f9f997ca25e7fa6369f53918
Pessoas com diabetes não podem comer beterraba ou cenoura por terem muito açúcar.,FAKE,curated_expert,pessoas com diabetes não podem comer beterraba ou cenoura por terem muito açúcar,ddc026ef1bc0b4088fa3bd8de2fb8d11
Inibidores de SGLT2 demonstraram benefício comprovado na redução de desfechos cardiovasculares e progressão de doença renal no diabetes tipo 2.,REAL,curated_expert,inibidores de sglt2 demonstraram benefício comprovado na redução de desfechos cardiovasculares e progressão de doença renal no diabetes tipo 2,c42f3c5149543c35671cd767dd3b9019
Insulina engorda tanto que é melhor manter a glicemia alta do que iniciar o tratamento.,FAKE,curated_expert,insulina engorda tanto que é melhor manter a glicemia alta do que iniciar o tratamento,a348c56f2f2b559672940eefb9fac573
"Agonistas do receptor de GLP-1 promovem controle glicêmico eficaz, redução de peso corporal e proteção cardiovascular em pacientes com diabetes tipo 2.",REAL,curated_expert,agonistas do receptor de glp 1 promovem controle glicêmico eficaz redução de peso corporal e proteção cardiovascular em pacientes com diabetes tipo 2,34116fc3d5c6c73868b6beebfa0cb3b0
"Alimentos ultraprocessados devem ser evitados devido ao elevado teor de sódio, gorduras saturadas e carboidratos simples.",REAL,curated_expert,alimentos ultraprocessados devem ser evitados devido ao elevado teor de sódio gorduras saturadas e carboidratos simples,2921bfe92cd9ac5bca121aee5ec4d649
Comer 10 ovos inteiros por dia cura a resistência à insulina em 15 dias.,FAKE,curated_expert,comer 10 ovos inteiros por dia cura a resistência à insulina em 15 dias,c31aab2d427ef44bc897d100159a4565
A insulina basal tem como objetivo controlar a produção hepática de glicose durante o jejum e entre as refeições.,REAL,curated_expert,a insulina basal tem como objetivo controlar a produção hepática de glicose durante o jejum e entre as refeições,f8e48001d0f7cdb88694a66d2dd176ee
Tapioca possui alto índice glicêmico e sua absorção pode ser desacelerada se combinada com fontes de fibras ou proteínas como ovos e chia.,REAL,curated_expert,tapioca possui alto índice glicêmico e sua absorção pode ser desacelerada se combinada com fontes de fibras ou proteínas como ovos e chia,c28ba070097c89374cd554ff3156a334
"A metformina destrói o fígado e os rins, sendo preferível tratar diabetes apenas com ervas.",FAKE,curated_expert,a metformina destrói o fígado e os rins sendo preferível tratar diabetes apenas com ervas,c1b47d5644f7d9367da63d7c851e3e8d
A educação contínua em diabetes é considerada pilar terapêutico para autonomia e adesão do paciente ao tratamento.,REAL,curated_expert,a educação contínua em diabetes é considerada pilar terapêutico para autonomia e adesão do paciente ao tratamento,306689d8be7d9ad29e08743c389434b5
"A insulina lispro, asparte e glulisina são análogos de ação ultrarrápida que devem ser aplicados imediatamente antes ou logo após a refeição.",REAL,curated_expert,a insulina lispro asparte e glulisina são análogos de ação ultrarrápida que devem ser aplicados imediatamente antes ou logo após a refeição,96ffd5c6299d70e6169f2b5dae1a25dc
Comer doce não faz mal para diabético se ele tomar um copo de café sem açúcar em seguida.,FAKE,curated_expert,comer doce não faz mal para diabético se ele tomar um copo de café sem açúcar em seguida,0393a68dc9af9a965bc46f7c55625152
O diagnóstico de diabetes é confirmado com glicemia de jejum maior ou igual a 126 mg/dL em duas ocasiões distintas.,REAL,curated_expert,o diagnóstico de diabetes é confirmado com glicemia de jejum maior ou igual a 126 mg dl em duas ocasiões distintas,91632add12e9a6ef1d211a4ba763691b
Cuidado: água de quiabo não cura diabetes,FAKE,www.boatos.org,cuidado água de quiabo não cura diabetes,0de4a756a8c7279c06cc660d863c2e67
Consumir banha de porco em todas as refeições reverte o pré-diabetes em 48 horas.,FAKE,curated_expert,consumir banha de porco em todas as refeições reverte o pré diabetes em 48 horas,01c6d36a439b64f17c1149690e4af730
Cápsulas de canela substituem com segurança a metformina no tratamento do diabetes.,FAKE,curated_expert,cápsulas de canela substituem com segurança a metformina no tratamento do diabetes,53d626f0ec2eb968163e05271d1b6f09
"O tratamento do diabetes tipo 2 inclui mudanças no estilo de vida, controle alimentar e, quando necessário, medicamentos orais ou insulina.",REAL,curated_expert,o tratamento do diabetes tipo 2 inclui mudanças no estilo de vida controle alimentar e quando necessário medicamentos orais ou insulina,439fc6ae8e3ad043004331165dadf5a9
"Adoçantes não calóricos aprovados pela ANVISA, como estévia e sucralose, são alternativas seguras ao açúcar quando consumidos com moderação.",REAL,curated_expert,adoçantes não calóricos aprovados pela anvisa como estévia e sucralose são alternativas seguras ao açúcar quando consumidos com moderação,567947a4af1586711a80f7b9c9af15fd
Beber 6 litros de água por dia elimina todo o excesso de açúcar na urina sem medicação.,FAKE,curated_expert,beber 6 litros de água por dia elimina todo o excesso de açúcar na urina sem medicação,47d7644eb23852d73c1c2199a0fbe534
Tomar remédio para diabetes permite comer açúcar e doces na quantidade que quiser.,FAKE,curated_expert,tomar remédio para diabetes permite comer açúcar e doces na quantidade que quiser,d00bcd5a788f48f95b6aedf002a2273f
Cerveja sem álcool não altera a glicemia e pode ser tomada sem moderação por diabéticos.,FAKE,curated_expert,cerveja sem álcool não altera a glicemia e pode ser tomada sem moderação por diabéticos,513e28b6e064c5898df6f728ac7e5872
Quem usa metformina pode comer pizza e sobremesa à vontade que o remédio anula tudo.,FAKE,curated_expert,quem usa metformina pode comer pizza e sobremesa à vontade que o remédio anula tudo,5247d5de74cc37f3d238e4393f62c180
Diabéticos devem suspender a insulina caso fiquem gripados ou sem apetite.,FAKE,curated_expert,diabéticos devem suspender a insulina caso fiquem gripados ou sem apetite,7facd18b080726393fe03490e3f75c71
"Leguminosas como feijão, lentilha e grão-de-bico fornecem carboidratos complexos e fibras solúveis benéficas ao controle glicêmico.",REAL,curated_expert,leguminosas como feijão lentilha e grão de bico fornecem carboidratos complexos e fibras solúveis benéficas ao controle glicêmico,c0ad0a19c350f16d89fe462fd4c96061
Cientistas descobriram que o jiló cru elimina a necessidade de qualquer insulina.,FAKE,curated_expert,cientistas descobriram que o jiló cru elimina a necessidade de qualquer insulina,82b28d4c0530296a00e703e4883960ae
"O diabetes não existe, é apenas uma invenção da medicina moderna para vender remédios.",FAKE,curated_expert,o diabetes não existe é apenas uma invenção da medicina moderna para vender remédios,28fe5de6d6cf826ddda9dd1fc9a0d43a
Toda pessoa com diabetes vai inevitavelmente perder a visão ou ter um membro amputado.,FAKE,curated_expert,toda pessoa com diabetes vai inevitavelmente perder a visão ou ter um membro amputado,6504840a9a5727a777e775ec892cffa3
A insulina prandial de ação rápida ou ultrarrápida é calculada para cobrir o impacto glicêmico dos carboidratos ingeridos nas refeições.,REAL,curated_expert,a insulina prandial de ação rápida ou ultrarrápida é calculada para cobrir o impacto glicêmico dos carboidratos ingeridos nas refeições,f2066de3554d028858ca01f9d83bdba7
A Sociedade Brasileira de Diabetes recomenda pelo menos 150 minutos semanais de atividade física aeróbica de intensidade moderada.,REAL,curated_expert,a sociedade brasileira de diabetes recomenda pelo menos 150 minutos semanais de atividade física aeróbica de intensidade moderada,db801fe0faf60dd474d18b4cfd1ef5ca
A hemoglobina glicada (HbA1c) reflete a média da glicemia dos últimos 2 a 3 meses e é padrão-ouro no monitoramento do controle glicêmico.,REAL,curated_expert,a hemoglobina glicada hba1c reflete a média da glicemia dos últimos 2 a 3 meses e é padrão ouro no monitoramento do controle glicêmico,b891e332f5ea115f674c8597694b44c8
Bebidas alcoólicas podem inibir a gliconeogênese hepática e causar episódios graves de hipoglicemia tardia.,REAL,curated_expert,bebidas alcoólicas podem inibir a gliconeogênese hepática e causar episódios graves de hipoglicemia tardia,4288e2ec07b5847c180c0c0e849390cc
"A meta terapêutica padrão de HbA1c para a maioria dos adultos não gestantes com diabetes é inferior a 7,0%.",REAL,curated_expert,a meta terapêutica padrão de hba1c para a maioria dos adultos não gestantes com diabetes é inferior a 7 0,04226537c2a228f846bf6701e22de1e4
"O estado hiperosmolar hiperglicêmico é uma emergência médica associada a hiperglicemia extrema, mais comum no diabetes tipo 2 idoso.",REAL,curated_expert,o estado hiperosmolar hiperglicêmico é uma emergência médica associada a hiperglicemia extrema mais comum no diabetes tipo 2 idoso,cd44fb69148c62e37e5e834e0d06e969
Tomar água morna com limão em jejum regula a glicose e cura o diabetes mellitus.,FAKE,curated_expert,tomar água morna com limão em jejum regula a glicose e cura o diabetes mellitus,addbe64cfcc4016280eedd38bdf9a29e
Bicarbonato de sódio com limão alcaliniza o sangue e destrói a causa do diabetes.,FAKE,curated_expert,bicarbonato de sódio com limão alcaliniza o sangue e destrói a causa do diabetes,7840ad427e25a07a5eeb97437a96fa59
A prática de exercícios físicos regulares ajuda a melhorar a sensibilidade à insulina e a captação muscular de glicose.,REAL,curated_expert,a prática de exercícios físicos regulares ajuda a melhorar a sensibilidade à insulina e a captação muscular de glicose,487144b9a245e869a7a7e88fb6175bd5
A atividade física regular estimula a translocação dos transportadores GLUT4 independentemente da presença de insulina.,REAL,curated_expert,a atividade física regular estimula a translocação dos transportadores glut4 independentemente da presença de insulina,8bcddd0148376f2499be52dbb8e9e067
Cortar 100% dos carboidratos cura diabetes tipo 1 definitivamente.,FAKE,curated_expert,cortar 100 dos carboidratos cura diabetes tipo 1 definitivamente,16241a89f13eba692626de8ea7afda10
"Pão integral não afeta a glicose no sangue, podendo ser consumido livremente ao longo do dia.",FAKE,curated_expert,pão integral não afeta a glicose no sangue podendo ser consumido livremente ao longo do dia,d053a152adffee40c279f2abeb065594
O uso de canetas de insulina causa câncer no pâncreas a longo prazo.,FAKE,curated_expert,o uso de canetas de insulina causa câncer no pâncreas a longo prazo,5f645fe4eff8c5549f7d2914a0b545b9
Iogurte desnatado com açúcar mascavo é um lanche seguro e sem carboidrato para diabéticos.,FAKE,curated_expert,iogurte desnatado com açúcar mascavo é um lanche seguro e sem carboidrato para diabéticos,1d308147f39b2d248ef3959383acee39
O tempo no alvo (Time in Range - TIR) entre 70 e 180 mg/dL medido por sensores contínuos deve ser superior a 70%.,REAL,curated_expert,o tempo no alvo time in range tir entre 70 e 180 mg dl medido por sensores contínuos deve ser superior a 70,d26dda757e06409860c1e13a38e62762
Suco de berinjela com limão em jejum reverte o diabetes tipo 2 em uma semana.,FAKE,curated_expert,suco de berinjela com limão em jejum reverte o diabetes tipo 2 em uma semana,e54b3dcbf41640344a58ec3470af85cf
"Açúcar mascavo, demerara e mel possuem impacto glicêmico similar ao do açúcar branco refinado e elevam expressivamente a glicemia.",REAL,curated_expert,açúcar mascavo demerara e mel possuem impacto glicêmico similar ao do açúcar branco refinado e elevam expressivamente a glicemia,b0f98b7c3489639dd0cd07395b7a7a8a
A insulina degludeca e a insulina glargina são análogos de insulina basal com perfil de ação prolongado e menor risco de hipoglicemia noturna.,REAL,curated_expert,a insulina degludeca e a insulina glargina são análogos de insulina basal com perfil de ação prolongado e menor risco de hipoglicemia noturna,b0697a61413abb94a8447dbecf2e969d
"Mel natural não eleva a glicose no sangue, diabéticos podem comer à vontade.",FAKE,curated_expert,mel natural não eleva a glicose no sangue diabéticos podem comer à vontade,aecb1f8264e56a8b8ed168c24f8ff43f
Chá de folha de graviola mata as células do diabetes e restaura a glicose em 24 horas.,FAKE,curated_expert,chá de folha de graviola mata as células do diabetes e restaura a glicose em 24 horas,953ed46b3ad10b4eb597bd60af3f112f
Água alcalina com ozônio neutraliza a acidez pancreática e cura o diabetes infantil.,FAKE,curated_expert,água alcalina com ozônio neutraliza a acidez pancreática e cura o diabetes infantil,ca7014d19136d46616c0d93cf3867ba4
A retinopatia diabética é uma das principais causas de perda visual evitável em adultos e requer exame de fundo de olho anual.,REAL,curated_expert,a retinopatia diabética é uma das principais causas de perda visual evitável em adultos e requer exame de fundo de olho anual,0ff19295409211c133030527e6daf087
A dieta estritamente carnívora é a única intervenção que cura diabetes tipo 2.,FAKE,curated_expert,a dieta estritamente carnívora é a única intervenção que cura diabetes tipo 2,1bdf676eeeb1af1a21af81cb658e5f3e
O consumo moderado de água e a hidratação adequada ajudam os rins a excretar o excesso de glicose quando os níveis estão elevados.,REAL,curated_expert,o consumo moderado de água e a hidratação adequada ajudam os rins a excretar o excesso de glicose quando os níveis estão elevados,880a99e3e89f5862c696d998dd7cfb5b
Alimentos orgânicos eliminam 100% do risco de qualquer pessoa desenvolver diabetes.,FAKE,curated_expert,alimentos orgânicos eliminam 100 do risco de qualquer pessoa desenvolver diabetes,af6214706d38b54e8684412c8ca819a4
Golpe de venda de produto sem comprovação usa deepfake do padre Antônio Maria com dica errada sobre remédios para diabetes,FAKE,www.boatos.org,golpe de venda de produto sem comprovação usa deepfake do padre antônio maria com dica errada sobre remédios para diabetes,80d7cdaebb5e74669b1ea6a28757e014
Água com quiabo deixada de um dia para o outro produz insulina vegetal suficiente para dispensar remédios.,FAKE,curated_expert,água com quiabo deixada de um dia para o outro produz insulina vegetal suficiente para dispensar remédios,7d64fb7c645af387e5a16ea04e6dc91d
Vacina contra diabetes foi anunciada e vai ser usada nas pessoas #boato,FAKE,www.boatos.org,vacina contra diabetes foi anunciada e vai ser usada nas pessoas boato,eb8330777fa34e12a29b925106023762
Alimentos sem glúten são automaticamente seguros e sem carboidratos para quem tem diabetes.,FAKE,curated_expert,alimentos sem glúten são automaticamente seguros e sem carboidratos para quem tem diabetes,20cc86085f0d84639033820e3a570e69
Exercício físico intenso em jejum é a forma mais segura de baixar a glicemia no diabetes tipo 1.,FAKE,curated_expert,exercício físico intenso em jejum é a forma mais segura de baixar a glicemia no diabetes tipo 1,b06da0100ef4996218da08ed1931edd2
