text,label,source,cleaned_text,text_hash
A amamentação exclusiva nos primeiros 6 meses pode reduzir o risco de diabetes tipo 1 na criança.,REAL,curated,a amamentação exclusiva nos primeiros 6 meses pode reduzir o risco de diabetes tipo 1 na criança,44865964bab8b1950cd9fccd4f026a5b
Perder de 5% a 7% do peso corporal reduz significativamente o risco de desenvolver diabetes tipo 2 em pessoas com pré-diabetes.,REAL,curated,perder de 5 a 7 do peso corporal reduz significativamente o risco de desenvolver diabetes tipo 2 em pessoas com pré diabetes,2891fac5e8e6f78b24872b33eefd26db
O diagnóstico de diabetes é confirmado com glicemia de jejum maior ou igual a 126 mg/dL em duas ocasiões distintas.,REAL,curated,o diagnóstico de diabetes é confirmado com glicemia de jejum maior ou igual a 126 mg dl em duas ocasiões distintas,91632add12e9a6ef1d211a4ba763691b
Es falso que la Ivermectina prevenga el Alzheimer con “efecto neuroprotector”,FAKE,www.boatos.org,es falso que la ivermectina prevenga el alzheimer con efecto neuroprotector,15ec6675d4639e5df067bf1803105db3
As fibras alimentares auxiliam no controle da glicemia pós-prandial ao retardar a absorção de glicose.,REAL,curated,as fibras alimentares auxiliam no controle da glicemia pós prandial ao retardar a absorção de glicose,f4d4c1d936851aa2c9e8ada47b9bbcf4
A retinopatia diabética é a principal causa de cegueira evitável em adultos em idade produtiva.,REAL,curated,a retinopatia diabética é a principal causa de cegueira evitável em adultos em idade produtiva,0163b6ae9381541b7b4b656c5cde7e0e
"Arroz integral tem o mesmo efeito que arroz branco na glicemia, não faz diferença.",FAKE,curated,arroz integral tem o mesmo efeito que arroz branco na glicemia não faz diferença,379edd5c7b70dc2f2580592cb9dcd2eb
O diabetes mellitus tipo 2 é uma doença crônica caracterizada pela resistência à insulina e deficiência relativa na secreção de insulina.,REAL,curated,o diabetes mellitus tipo 2 é uma doença crônica caracterizada pela resistência à insulina e deficiência relativa na secreção de insulina,4082687c502c1bf5d8b05a7a169456d5
Inibidores de SGLT2 demonstraram benefício cardiovascular e renal em pacientes com diabetes tipo 2.,REAL,curated,inibidores de sglt2 demonstraram benefício cardiovascular e renal em pacientes com diabetes tipo 2,7cdf9dd180715f42bd8d5961249aaeb8
"Pão integral não afeta a glicose no sangue, pode ser consumido livremente.",FAKE,curated,pão integral não afeta a glicose no sangue pode ser consumido livremente,2244f340543e855bdb0113b8370e6d04
Pesquisa comprova que banho gelado normaliza a glicemia permanentemente.,FAKE,curated,pesquisa comprova que banho gelado normaliza a glicemia permanentemente,90ae900f20f8c835a8530f96622025ae
Cuidado: água de quiabo não cura diabetes,FAKE,www.boatos.org,cuidado água de quiabo não cura diabetes,0de4a756a8c7279c06cc660d863c2e67
Cápsulas de canela substituem a metformina no tratamento do diabetes.,FAKE,curated,cápsulas de canela substituem a metformina no tratamento do diabetes,c40803339fc6843a4c9d17161fa95a18
A prática de exercícios físicos regulares ajuda a melhorar a sensibilidade à insulina e o controle glicêmico.,REAL,curated,a prática de exercícios físicos regulares ajuda a melhorar a sensibilidade à insulina e o controle glicêmico,24a39465a6cac49ec9e709a9af5a6c74
O diabetes tipo 1 é uma doença autoimune na qual o sistema imunológico destrói as células beta do pâncreas.,REAL,curated,o diabetes tipo 1 é uma doença autoimune na qual o sistema imunológico destrói as células beta do pâncreas,a93e2127ae503ddcaae1aaf88ef48fd3
"O pré-diabetes é identificado por glicemia de jejum entre 100 e 125 mg/dL ou HbA1c entre 5,7% e 6,4%.",REAL,curated,o pré diabetes é identificado por glicemia de jejum entre 100 e 125 mg dl ou hba1c entre 5 7 e 6 4,f03b2a813dfafdc2d54f581c9bd07aa5
A Sociedade Brasileira de Diabetes recomenda distribuir os carboidratos em 5 a 6 refeições ao longo do dia.,REAL,curated,a sociedade brasileira de diabetes recomenda distribuir os carboidratos em 5 a 6 refeições ao longo do dia,ec18a47e9df73a45a2f820eff2f05e94
Golpe cita venda de medidor de glicose a laser por parte da Accu Tech,FAKE,www.boatos.org,golpe cita venda de medidor de glicose a laser por parte da accu tech,7d97ad898b8cbbc657ee08d8d9e6f2c2
Vacinas causam diabetes tipo 1 em crianças.,FAKE,curated,vacinas causam diabetes tipo 1 em crianças,1a4b898bd771da412b3c622d36688775
Diabetes não é causada por verme e não é curada por “remédio natural” da internet,FAKE,www.boatos.org,diabetes não é causada por verme e não é curada por remédio natural da internet,6416f458b55d772bc3f42e80295e6454
Cientistas descobriram que o jiló elimina a necessidade de insulina.,FAKE,curated,cientistas descobriram que o jiló elimina a necessidade de insulina,55adade1ebd412ad8a1e6e215885c205
Vacina contra diabetes foi anunciada e vai ser usada nas pessoas #boato,FAKE,www.boatos.org,vacina contra diabetes foi anunciada e vai ser usada nas pessoas boato,eb8330777fa34e12a29b925106023762
O rastreamento de diabetes deve ser feito em adultos a partir dos 45 anos ou antes se houver fatores de risco.,REAL,curated,o rastreamento de diabetes deve ser feito em adultos a partir dos 45 anos ou antes se houver fatores de risco,395f0dea5e72400908475d6be9a9ce34
Alimentos orgânicos eliminam completamente o risco de desenvolver diabetes.,FAKE,curated,alimentos orgânicos eliminam completamente o risco de desenvolver diabetes,117c0f5d4dfe0731b22fd6043994740f
Golpe usa vídeo falso de William Bonner divulgando tratamento de “rejuvenescimento de Vera Fischer” no JN,FAKE,www.boatos.org,golpe usa vídeo falso de william bonner divulgando tratamento de rejuvenescimento de vera fischer no jn,2dc44729d91b2466b6bac8a9e09b6b25
Batata-doce pode ser consumida sem limite por diabéticos porque é saudável.,FAKE,curated,batata doce pode ser consumida sem limite por diabéticos porque é saudável,994b8b1e5511c6b87bd1ae3bcdd2932b
O controle rigoroso da pressão arterial e dos lipídios é essencial para prevenir complicações cardiovasculares no diabetes.,REAL,curated,o controle rigoroso da pressão arterial e dos lipídios é essencial para prevenir complicações cardiovasculares no diabetes,29b8cd60e5523b9dfa8ce443992e6e09
"A insulina causa dependência e vicia, é melhor evitar usar.",FAKE,curated,a insulina causa dependência e vicia é melhor evitar usar,b9a9733d401e49d6c2f7d82869a3143c
É falso que diabetes garanta isenção de IPVA e Imposto de Renda,FAKE,www.boatos.org,é falso que diabetes garanta isenção de ipva e imposto de renda,6e0d36ff3df68935baeeb90f90fc972d
Cortar 100% dos carboidratos cura diabetes tipo 1.,FAKE,curated,cortar 100 dos carboidratos cura diabetes tipo 1,579af0488d247a19d2f8d0b483479c64
Médicos não receitam chá de pata-de-vaca porque as farmacêuticas proíbem.,FAKE,curated,médicos não receitam chá de pata de vaca porque as farmacêuticas proíbem,5171ce4f62eb4f23cbbabaf86890108d
"O tratamento do diabetes tipo 2 inclui mudanças no estilo de vida, controle alimentar e, quando necessário, medicamentos orais ou insulina.",REAL,curated,o tratamento do diabetes tipo 2 inclui mudanças no estilo de vida controle alimentar e quando necessário medicamentos orais ou insulina,439fc6ae8e3ad043004331165dadf5a9
Tomar água com limão em jejum regula a glicose e cura o diabetes.,FAKE,curated,tomar água com limão em jejum regula a glicose e cura o diabetes,207483e3bd56d6cc4f3afe243731cb7b
"Tratamento com células beta que acaba com diabetes é vendido em site, noticia g1 #boato",FAKE,www.boatos.org,tratamento com células beta que acaba com diabetes é vendido em site noticia g1 boato,7484e41c9d0ac1ced784348471cb8e5a
Suco de berinjela com limão em jejum reverte o diabetes tipo 2 em uma semana.,FAKE,curated,suco de berinjela com limão em jejum reverte o diabetes tipo 2 em uma semana,e54b3dcbf41640344a58ec3470af85cf
O uso de insulina é indispensável no tratamento de pacientes com diabetes tipo 1 desde o diagnóstico.,REAL,curated,o uso de insulina é indispensável no tratamento de pacientes com diabetes tipo 1 desde o diagnóstico,e790ac7bbeba18cca82d52134e1e5f23
É falso que médico japonês Makoto Suzuki tenha descoberto fórmula milagrosa e contado para Drauzio Varella sobre cura da disfunção erétil com Viriforte,FAKE,www.boatos.org,é falso que médico japonês makoto suzuki tenha descoberto fórmula milagrosa e contado para drauzio varella sobre cura da disfunção erétil com viriforte,f7ffb14d6e95015484a1eee13457c77c
Golpe usa vídeo falso de Faustão para fazer propaganda de tratamento ineficaz contra a diabetes,FAKE,www.boatos.org,golpe usa vídeo falso de faustão para fazer propaganda de tratamento ineficaz contra a diabetes,4864ebd9ebf6141c38995eeae6f6b4ed
A nefropatia diabética é a principal causa de doença renal crônica terminal que leva à diálise no Brasil.,REAL,curated,a nefropatia diabética é a principal causa de doença renal crônica terminal que leva à diálise no brasil,9eca0c0b6d274aa2b7625d89fc05d7d7
A Sociedade Brasileira de Diabetes recomenda pelo menos 150 minutos semanais de atividade física aeróbica moderada.,REAL,curated,a sociedade brasileira de diabetes recomenda pelo menos 150 minutos semanais de atividade física aeróbica moderada,68bdd2ba3b5932ba33325c130c047b49
Não há estudos que mostrem que a estatina é a principal causa de demência nos EUA,FAKE,www.boatos.org,não há estudos que mostrem que a estatina é a principal causa de demência nos eua,ad8050fe191bf4b72de6b4e1489dd23d
A indústria farmacêutica esconde a cura do diabetes porque lucra com insulina.,FAKE,curated,a indústria farmacêutica esconde a cura do diabetes porque lucra com insulina,1aee7dbb0a256b86334fa46f8d4b8dcc
Adoçantes artificiais são mais perigosos que açúcar para diabéticos.,FAKE,curated,adoçantes artificiais são mais perigosos que açúcar para diabéticos,7319091ecec7ff954a17ffc506358f14
A contagem de carboidratos é uma estratégia recomendada pela SBD para o controle glicêmico de pacientes com diabetes tipo 1.,REAL,curated,a contagem de carboidratos é uma estratégia recomendada pela sbd para o controle glicêmico de pacientes com diabetes tipo 1,4624bbc3b7fc290f6c4d0b95f294b07a
Suco de laranja natural não eleva a glicemia porque é fruta natural.,FAKE,curated,suco de laranja natural não eleva a glicemia porque é fruta natural,2ab5032eb15936c64a1ad215ebec5f96
Pacientes em uso de insulina devem ajustar a dose ou ingerir carboidratos antes de exercícios para evitar hipoglicemia.,REAL,curated,pacientes em uso de insulina devem ajustar a dose ou ingerir carboidratos antes de exercícios para evitar hipoglicemia,9bc68d4c3101f6b3786f4dedc8b11f84
Suplemento de cromo em altas doses substitui todo tratamento para diabetes.,FAKE,curated,suplemento de cromo em altas doses substitui todo tratamento para diabetes,b6f7c073901709529b86c82993a3fd5f
"Frutas podem e devem fazer parte da alimentação do diabético, desde que consumidas em porções adequadas.",REAL,curated,frutas podem e devem fazer parte da alimentação do diabético desde que consumidas em porções adequadas,768c918e27c7775d9d037924671746d3
Golpe usa nome da Drogasil e do governo para vender Mounjaro,FAKE,www.boatos.org,golpe usa nome da drogasil e do governo para vender mounjaro,8aa06adfcb900b046859e6e2e8057ed0
It is false that Ivermectin prevents Alzheimer’s with “neuroprotective effect”,FAKE,www.boatos.org,it is false that ivermectin prevents alzheimer s with neuroprotective effect,8744b5687b6494b628fbdf6ce59d8e39
O Programa Nacional de Controle do Diabetes do Ministério da Saúde fornece insulina e medicamentos gratuitamente pelo SUS.,REAL,curated,o programa nacional de controle do diabetes do ministério da saúde fornece insulina e medicamentos gratuitamente pelo sus,fa6576f8359d11da0a92d903d77bd072
A hemoglobina glicada (HbA1c) reflete a média da glicemia dos últimos 2 a 3 meses e é usada para monitorar o controle glicêmico.,REAL,curated,a hemoglobina glicada hba1c reflete a média da glicemia dos últimos 2 a 3 meses e é usada para monitorar o controle glicêmico,db022b19cb8c8b42c3818746c2db7ca8
É falso que Drauzio Varella recomende Ameixa APP para prisão de ventre e regulação do intestino,FAKE,www.boatos.org,é falso que drauzio varella recomende ameixa app para prisão de ventre e regulação do intestino,e53538bc0be00a93f0d7996b074660c7
